ID_Numero,Pergunta_Paciente,Parte_Distorcida,Distorcao_Dominante,Distorcao_Secundaria
4522,"Eu não sei o que fazer. Eu tenho visto minha terapeuta por 3 anos. Eu sofro com problemas de imagem corporal e alimentação distorcida. Minha terapeuta sempre foi magra / saudável. Às vezes seu peso cai e eu sou muito sensível a ele. Nós já falamos sobre isso antes e eu estou muito aberto com isso se eu me sinto desencadeado por ela. Eu a vi hoje e ela parece uma paciente desordem alimentar. Ela disse que ela está ciente disso e trabalhando nele. Ela disse que ela tem problemas médicos que fazem seu corpo fazer coisas se ela não tem cuidado e o estresse desempenha uma parte. Eu acredito que ela está bem e ela vai trabalhar em voltar para um peso saudável, mas é realmente difícil para mim fazer sentido. Por que ela pode olhar assim, mas eu tenho que trabalhar para me manter saudável? Por que são tão altas expectativas colocadas em mim que ela vive até... ela não está em seu lugar. Ela está muito doente.","Por que ela pode parecer assim, mas eu tenho que trabalhar para me manter saudável? Por que as expectativas são tão altas em mim que ela não vive? Ela é o meu maior modelo, e tudo o que eu posso pensar neste momento é morrer de fome até que eu pareça com ela.Mas quando ela não... minha motivação desaparece e eu quero restringir.",Maximizacao,Pensamento_tudo_ou_nada
4523,"Eu tenho tido problemas por um tempo. Eu estou altamente desorganizado, eu tenho um medo de situações sociais, mas tenho um forte desejo por eles ao mesmo tempo, se isso faz sentido. Eu tenho tentado estar em terapia de conversa para esses problemas, não que tenha vindo muito dele, no entanto eu sempre tenho medo demais para contar ao meu terapeuta sobre outros problemas. Às vezes eu vejo imagens no canto do meu olho, um rosto em uma janela e então ela desapareceu, ou uma pessoa de pé no lado de uma estrada vazia e quando eu olho no espelho, nada. Eu não tenho certeza se eu estou vendo coisas ou apenas pensando que eu vejo coisas, eu estou preocupado com ser diagnosticado com esquizofrenia ou algo assim. Eu tenho alto funcionamento, sobre um 3,2gpa na faculdade e eu continuo enterrando o problema no medo que o tratamento pode invadir na minha vida escolar. Eu também ouço música às vezes e tenho tomado para escrevê-lo como composições, seria uma alucinação também?","Estou altamente desorganizado, estou preocupado em ser diagnosticado com esquizofrenia ou algo assim",Rotulacao,Filtro_mental
4524,"Meu namorado de três anos e eu tive um relacionamento rochoso. Gostávamos da felicidade usual quando nos reunimos pela primeira vez, no entanto, depois de falar de compromisso sério surgiu e nos mudamos juntos no ano passado, eu vi um lado feio dele se levantar! Ele me abusou mental e fisicamente, e eu senti uma armadilha com ele por causa do nosso contrato de arrendamento e meus sentimentos contínuos de afeição conflitada e amor por ele. Finalmente, depois que ele me disse que ele queria terminar em outubro passado, apesar de ainda viver juntos, eu comecei a me distanciar mentalmente dele para evitar ainda mais ser magoado.",Nenhuma,Sem distorcao,Sem distorcao
4525,"Eu nasci com Distúrbio de Hiperatividade de Deficiência de Atenção, O.C.D. e também sou transgênero. Como resultado, eu era uma criança muito difícil de criar. Houve uma luta constante entre mim e meus pais. À idade de dez, fui enviado para uma instituição por dois anos. Enquanto lá, eu estava fisicamente, emocionalmente e sexualmente abusado. Eu não podia falar com ninguém porque eu não tinha confiança em adultos. Quando voltei para casa, os mesmos problemas anteriores existiam. Fui enviado novamente à idade de dezessete anos. Eu não senti nenhum amor e não iria até ter 25 anos.",Eu era uma criança muito difícil de criar. Houve uma luta constante entre mim e meus pais.Eu não podia falar com ninguém porque eu não tinha confiança em adultos.,Supergeneralizacao,Personalizacao
4526,"Estou preocupado porque nunca fui capaz de fazer amigos muito facilmente. Quando alguém tenta falar comigo, fico tão nervoso sobre o que eles pensam de mim que eu acabei parecendo desinteressado ou talvez até mesmo esnobe, provavelmente. Sempre estou pensando que as pessoas estão falando pelas minhas costas ou pensando mal de mim. Sempre que alguém sussurrando para outra pessoa, eu quase presumo que eles estão falando mal de mim, e eu estou em pânico. Na escola, eu fico tão pego preocupado se eu cheiro mal ou se a minha maquiagem é manchada Eu imagino que todos estão olhando para mim engraçado. Eu nem mesmo realmente mostra qualquer emoção, também, quando eu estou perto de pessoas (especialmente quando estou ansioso). Eu não falo com as pessoas sobre como me sinto porque me faz sentir vulnerável, eu acho. Minha ansiedade costumava ser pior há alguns anos, mas agora eu estou pensando que as pessoas pensam que im um perdedor, e eu vou deixar a casa sem maquiagem, porque eu estou horrorizado com o que outras pessoas pensam sobre mim.","Quando alguém tenta falar comigo, fico tão nervoso sobre o que eles pensam de mim que acabo parecendo desinteressado ou talvez até mesmo esnobe, provavelmente. Sempre estou pensando que as pessoas estão falando pelas minhas costas ou pensando mal de mim. Sempre que alguém sussurrando para outra pessoa, eu quase presumo que eles estão falando mal de mim, e eu entrei em pânico.Na escola, fico tão aterrorizado preocupado se eu cheiro mal ou se minha maquiagem é manchada eu imagino que todos estão olhando para mim engraçado.Estou sempre pensando que as pessoas pensam que im um perdedor, e eu não vou sair da casa sem maquiagem, porque estou horrorizado com o que as outras pessoas pensam sobre mim.",Leitura_mental,Sem distorcao
4527,"Dez meses atrás conheci minha namorada (agora- ex), não era amor à primeira vista ou algo assim, mas eu me apaixonei por ela 2-3 meses depois. Em sua defesa, ela me disse que ela era bipolar, no entanto não foi um caso leve como ela me disse. Ela era a pessoa mais doce, me fez sentir como se eu fosse o rei do mundo pelos primeiros 3 meses.",Nenhuma,Sem distorcao,Sem distorcao
4528,"Eu tenho estado namorando este cara por cerca de três meses. No início de nossa relação, tudo foi perfeito e eu sempre confiei nele com todo o coração. Até recentemente eu tenho sido muito suspeito e minha confiança continua indo para baixo. Eu comecei a perder a confiança ao encontrar uma mensagem de texto em seu telefone de alguém chamando-lhe no Dia dos Namorados. Ele disse que não era nada assim, e eu pedi para ver o resto das mensagens daquela pessoa, mas ele disse não porque ele pensou que mudaria a dinâmica de nossa relação e que eu deveria apenas confiar nele, então eu deixei isso ir. Desde essa ocasião ele tem sido tão difícil para mim confiar nele como no início. Ele sempre manda mensagens a uma pessoa em seu telefone e eu tenho 99% certeza que é uma mulher, que não me incomoda. Mas o que me incomoda muito, é que eu realmente tenho a sensação de que, por algum motivo, eu tenho esse instinto de intestino que ele está constantemente escrevendo com alguém com quem ele está envolvido.","Tudo estava perfeito e eu confiei nele de todo o coração. Até recentemente eu tenho sido muito suspeito e a minha confiança continua a descer. Comecei a perder confiança ao encontrar uma mensagem de texto em seu telefone de alguém chamando-o de ""babe"" no Dia dos Namorados. Ele disse que não era nada assim, e eu pedi para ver o resto das mensagens daquela pessoa, mas ele disse não porque ele pensou que isso mudaria a dinâmica da nossa relação e que eu deveria apenas confiar nele, então eu deixei ir. Desde essa ocasião, foi tão difícil para mim confiar nele como eu fiz no início. Mas eu quase sinto que estou me convencendo porque eu só tenho este sentimento dentro. Se eu terminar este relacionamento antes de me machucar ou esperar para fora e ver se ele pode realmente se tornar tão bom como eu pensei que poderia?",Filtro_mental,Raciocinio_emocional
4529,"Há cerca de um ano, tive um caso com uma garota com a qual interrompi e não tive contato para o referido tempo. Fiz tudo o que estava ao meu alcance para provar à minha namorada que sou fiel agora. Quase diariamente, ela me acusa de fazer coisas nas costas dela, ao ponto de estar pronta para deixá- la.",Nenhuma,Sem distorcao,Sem distorcao
4530,"Eu sou novo aqui... Eu recebi hoje notícias sobre minha irmã. Ela tentou cometer suicídio, ela tem estado reclamando sobre todos os aspectos de sua vida e também afirmou que ela é depressiva. Ela mencionou para mim há algum tempo atrás que ela considerou tirar a vida dela e eu tentei ajudá-la ao estar lá para ela. Visto que nós não vivemos no mesmo país é difícil para mim estar lá 24/7. Minha família que está mais perto dela não parece entender que ela precisa de ajuda em vez de apoiá-la eles a expulsam e até mesmo vão até o ponto de dizer a ela se você quer se matar fazer isso não nos chame, eu acho que um pouco duro.",Nenhuma,Sem distorcao,Sem distorcao
4531,"Como eu me envelheço, eu me envolvo em discussões com meus pais. Mas recentemente eles me envelheceram cada vez mais e eu me enfureço cada vez mais. Cada um dos meus pais tem sido sobre os mesmos tópicos principais: o meu comportamento para com meus irmãos ou como eu desrespeito meus pais. Mas às vezes eu posso ajudar o que eu digo aos meus pais. Se eles estão na minha cara gritando sobre o que eu acabei de dizer ou como eu esqueci de fazer algo, como eu posso eu não gritar de volta? Meus pais dizem seu desrespeito, mas eu sinto que eles não têm nenhum respeito por mim quando eles começam a gritar na minha cara. Mas o tópico que nós mais discutimos é sobre meu irmão mais novo.","Mas às vezes eu não posso ajudar o que eu digo aos meus pais. Se eles estão na minha cara gritando sobre o que eu acabei de dizer ou como eu esqueci de fazer alguma coisa, como eu não posso gritar de volta? Meus pais dizem o seu desrespeito, mas eu sinto que eles não têm nenhum respeito por mim quando eles estão gritando na minha cara.Mas para evitar estes confrontos eu sinto que a única maneira de fazer isso é completar a minha família toda. Eu estive fazendo isso dormindo o dia todo e minhas tarefas escolares estão sofrendo, eu também mal como por causa de dormir o dia todo.Mas estes argumentos sempre parecem encontrar seu caminho para a minha vida.",Raciocinio_emocional,Pensamento_tudo_ou_nada
4532,"Eu tinha sido naturalmente apreensivo com a carne quando eu era mais jovem. Eu gostava de comer, mas eu realmente não gostava de carne (além do gosto). Então, 6o ano apareceu, e eu comecei a ter problemas: depressão, (o passado, não agora) suicida e muitas outras coisas. Junto com isso, muitas mudanças estavam entrando na minha vida: eu estava prestes a entrar no ensino médio, e eu tinha insônia. Então, decidi tornar- me vegetariano e anoréxico. Para dizer a verdade, eu não era um vegano completo no início. Eu estava 0.98% vegetariano, o que significa que eu comi hotdogs/hamburgers/ chicken nuggets/bacon/top ramen sopa. No sétimo ano, eu me tornei vege completo, e continuo a ter problemas. No oitavo ano, eu virei a minha vida, e era o nazi: nenhum aditivo alimentar, nenhuma carne, saudável como você pode ser.","Então, eu decidi tornar- me vegetariano e anoréxico. Para dizer a verdade, eu não era um vegano completo no início. Eu era um vegano de 98%, o que significa que eu comi hotdogs/ hamburgers/ chicken nuggets/ bacon/ top ramen sopa. No sétimo ano, eu me tornei vege completo, e continuo a ter problemas. No oitavo ano, eu virei minha vida, e era o nazi de alimentos: sem aditivos alimentares, sem carne, tão saudável quanto você pode ser.",Pensamento_tudo_ou_nada,Sem distorcao
4533,"Meu namorado e eu estivemos juntos por um pouco menos de 4 anos. Quando começamos o relacionamento, tentei ser franco e honesto que lutei com a conexão emocional e a afeição. Cuidei tanto dele que decidi ver um terapeuta para remediar alguns problemas que tinha trancado por anos. Desnecessário dizer depois de abrir as memórias do portão da inundação veio correndo de volta.",Nenhuma,Sem distorcao,Sem distorcao
4534,"Eu tenho estado apaixonado por um cara nos últimos 8 anos. Nós também tivemos um relacionamento de longa distância de 3 anos. Mas nós conseguimos superar todas as probabilidades e agora vamos nos casar até o final deste ano. Mas durante a minha longa distância, eu conheci outro cara e eu me apaixonei por ele. Nós terminamos em alguns meses porque ele é casado. Mas mesmo depois de 2 anos, eu ainda tenho sentimentos por ele e ele expressou seu amor várias vezes e está disposto a deixar sua esposa. Eu estou confuso o que eu deveria fazer. Eu acho que eu amo ambos. Eu não posso machucar meu futuro marido e nossas famílias, mas eu também sinto que eu vou ter uma vida melhor com o outro. Eu sei que isso é muito egoísta de mim, mas eu estou realmente despedaçado, por isso, por favor ajude.",Nenhuma,Sem distorcao,Sem distorcao
4535,"Meu noivo e eu estivemos juntos por 7 anos. Tínhamos o romance do livro de histórias: sempre fomos felizes, nunca discutimos, nunca cansamos um do outro, e todos os amigos e famílias olharam para nós como tendo o relacionamento perfeito. A vida não poderia ser melhor para nós dois.","Tínhamos o romance do livro de histórias: sempre fomos felizes, nunca discutimos, nunca cansamos um do outro, e todos os amigos e famílias nos olharam como tendo o relacionamento perfeito",Rotulacao,Sem distorcao
